"activity"	"subject"	"value"
"426"	"fBodyGyro-mean()-X"	6	-0.537201442069846
"427"	"fBodyGyro-mean()-Y"	6	-0.621188724858462
"428"	"fBodyGyro-mean()-Z"	6	-0.507604207506462
"429"	"fBodyGyro-meanFreq()-X"	6	0.0289087194733538
"430"	"fBodyGyro-meanFreq()-Y"	6	-0.0427900206246154
"431"	"fBodyGyro-meanFreq()-Z"	6	0.101044783556
"432"	"fBodyGyro-std()-X"	6	-0.692862440004
"433"	"fBodyGyro-std()-Y"	6	-0.633236229753846
"434"	"fBodyGyro-std()-Z"	6	-0.67302031484
"435"	"tBodyAcc-mean()-X"	6	0.272376614181538
"436"	"tBodyAcc-mean()-Y"	6	-0.0175697042641846
"437"	"tBodyAcc-mean()-Z"	6	-0.11599454136
"438"	"tBodyAcc-std()-X"	6	-0.505086085072062
"439"	"tBodyAcc-std()-Y"	6	-0.368403670137262
"440"	"tBodyAcc-std()-Z"	6	-0.672512004586708
"441"	"tBodyAccJerk-mean()-X"	6	0.0813833604034769
"442"	"tBodyAccJerk-mean()-Y"	6	0.000479281129661539
"443"	"tBodyAccJerk-mean()-Z"	6	-0.00225896302076923
"444"	"tBodyAccJerk-std()-X"	6	-0.531468310262154
"445"	"tBodyAccJerk-std()-Y"	6	-0.454437496885815
"446"	"tBodyAccJerk-std()-Z"	6	-0.738955207627692
"447"	"tBodyAccJerkMag-mean()"	6	-0.551413652396923
"448"	"tBodyAccJerkMag-std()"	6	-0.502935062310769
"449"	"tBodyAccMag-mean()"	6	-0.464770006998123
"450"	"tBodyAccMag-std()"	6	-0.483790606354154
"451"	"tBodyGyro-mean()-X"	6	-0.0433611785374462
"452"	"tBodyGyro-mean()-Y"	6	-0.0706129097498462
"453"	"tBodyGyro-mean()-Z"	6	0.0973130293888923
"454"	"tBodyGyro-std()-X"	6	-0.653800660041538
"455"	"tBodyGyro-std()-Y"	6	-0.626252072652308
"456"	"tBodyGyro-std()-Z"	6	-0.599910232855692
"457"	"tBodyGyroJerk-mean()-X"	6	-0.0829159966093231
"458"	"tBodyGyroJerk-mean()-Y"	6	-0.0454921005615385
"459"	"tBodyGyroJerk-mean()-Z"	6	-0.0533610323667692
"460"	"tBodyGyroJerk-std()-X"	6	-0.546009968372308
"461"	"tBodyGyroJerk-std()-Y"	6	-0.677635980501539
"462"	"tBodyGyroJerk-std()-Z"	6	-0.526908306306892
"463"	"tBodyGyroJerkMag-mean()"	6	-0.621936158532308
"464"	"tBodyGyroJerkMag-std()"	6	-0.644474485460492
"465"	"tBodyGyroMag-mean()"	6	-0.549494852037046
"466"	"tBodyGyroMag-std()"	6	-0.579837818063692
"467"	"tGravityAcc-mean()-X"	6	0.688702063569231
"468"	"tGravityAcc-mean()-Y"	6	0.0162055455953846
"469"	"tGravityAcc-mean()-Z"	6	0.0475199990906462
"470"	"tGravityAcc-std()-X"	6	-0.958898709015385
"471"	"tGravityAcc-std()-Y"	6	-0.9509348864
"472"	"tGravityAcc-std()-Z"	6	-0.937910223507692
"473"	"tGravityAccMag-mean()"	6	-0.464770006998123
"474"	"tGravityAccMag-std()"	6	-0.483790606354154
"475"	"fBodyAcc-mean()-X"	7	-0.593011288564935
"476"	"fBodyAcc-mean()-Y"	7	-0.563547785174026
"477"	"fBodyAcc-mean()-Z"	7	-0.531005941495552
"478"	"fBodyAcc-meanFreq()-X"	7	-0.311790512382468
"479"	"fBodyAcc-meanFreq()-Y"	7	-0.0300713296399351
"480"	"fBodyAcc-meanFreq()-Z"	7	0.0146620852844481
"481"	"fBodyAcc-std()-X"	7	-0.572347541484091
"482"	"fBodyAcc-std()-Y"	7	-0.567046977262987
"483"	"fBodyAcc-std()-Z"	7	-0.460792123277305
"484"	"fBodyAccJerk-mean()-X"	7	-0.637521940243831
"485"	"fBodyAccJerk-mean()-Y"	7	-0.641687333850227
"486"	"fBodyAccJerk-mean()-Z"	7	-0.642515716574286
"487"	"fBodyAccJerk-meanFreq()-X"	7	-0.11978430017462
"488"	"fBodyAccJerk-meanFreq()-Y"	7	-0.239501714015909
"489"	"fBodyAccJerk-meanFreq()-Z"	7	-0.220260861049058
"490"	"fBodyAccJerk-std()-X"	7	-0.626785744584416
"491"	"fBodyAccJerk-std()-Y"	7	-0.62853163071948
"492"	"fBodyAccJerk-std()-Z"	7	-0.684856438953896
"493"	"fBodyAccMag-mean()"	7	-0.518323878824675
"494"	"fBodyAccMag-meanFreq()"	7	-0.0106873745212792
"495"	"fBodyAccMag-std()"	7	-0.583819796092208
"496"	"fBodyBodyAccJerkMag-mean()"	7	-0.553360009658182
"497"	"fBodyBodyAccJerkMag-meanFreq()"	7	0.108695730522532
"498"	"fBodyBodyAccJerkMag-std()"	7	-0.550683254908442
"499"	"fBodyBodyGyroJerkMag-mean()"	7	-0.668879188156396
"500"	"fBodyBodyGyroJerkMag-meanFreq()"	7	0.0631920436939935
"501"	"fBodyBodyGyroJerkMag-std()"	7	-0.668963362464935
"502"	"fBodyBodyGyroMag-mean()"	7	-0.628877272791136
"503"	"fBodyBodyGyroMag-meanFreq()"	7	-0.0352276334005552
"504"	"fBodyBodyGyroMag-std()"	7	-0.650923648207792
"505"	"fBodyGyro-mean()-X"	7	-0.643767578493507
"506"	"fBodyGyro-mean()-Y"	7	-0.630419275006169
"507"	"fBodyGyro-mean()-Z"	7	-0.655083354905844
"508"	"fBodyGyro-meanFreq()-X"	7	-0.134491772785779
"509"	"fBodyGyro-meanFreq()-Y"	7	-0.103884514547565
"510"	"fBodyGyro-meanFreq()-Z"	7	-0.0863412384825
"511"	"fBodyGyro-std()-X"	7	-0.703883646896104
"512"	"fBodyGyro-std()-Y"	7	-0.671161922837662
"513"	"fBodyGyro-std()-Z"	7	-0.698949518905844
"514"	"tBodyAcc-mean()-X"	7	0.270211697814935
"515"	"tBodyAcc-mean()-Y"	7	-0.0187904887668182
"516"	"tBodyAcc-mean()-Z"	7	-0.112492375388312
"517"	"tBodyAcc-std()-X"	7	-0.577518324748052
"518"	"tBodyAcc-std()-Y"	7	-0.546403365345779
"519"	"tBodyAcc-std()-Z"	7	-0.456473642256981
"520"	"tBodyAccJerk-mean()-X"	7	0.0831829573168831
"521"	"tBodyAccJerk-mean()-Y"	7	0.00760909767418831
"522"	"tBodyAccJerk-mean()-Z"	7	-0.00791725696048701
"523"	"tBodyAccJerk-std()-X"	7	-0.615131377408279
"524"	"tBodyAccJerk-std()-Y"	7	-0.622997416262013
"525"	"tBodyAccJerk-std()-Z"	7	-0.664336860544416
"526"	"tBodyAccJerkMag-mean()"	7	-0.622815767680292
"527"	"tBodyAccJerkMag-std()"	7	-0.550560230585714
"528"	"tBodyAccMag-mean()"	7	-0.511312036747403
"529"	"tBodyAccMag-std()"	7	-0.510669879158539
"530"	"tBodyGyro-mean()-X"	7	-0.0518716929407792
"531"	"tBodyGyro-mean()-Y"	7	-0.0646077113078896
"532"	"tBodyGyro-mean()-Z"	7	0.0977671721406169
"533"	"tBodyGyro-std()-X"	7	-0.687155474097403
"534"	"tBodyGyro-std()-Y"	7	-0.652408657909091
"535"	"tBodyGyro-std()-Z"	7	-0.663340760331169
"536"	"tBodyGyroJerk-mean()-X"	7	-0.0942037376182662
"537"	"tBodyGyroJerk-mean()-Y"	7	-0.0414401406082792
"538"	"tBodyGyroJerk-mean()-Z"	7	-0.0610307928148701
"539"	"tBodyGyroJerk-std()-X"	7	-0.701731200484416
"540"	"tBodyGyroJerk-std()-Y"	7	-0.674920114957468
"541"	"tBodyGyroJerk-std()-Z"	7	-0.750808705594156
"542"	"tBodyGyroJerkMag-mean()"	7	-0.713191348337662
"543"	"tBodyGyroJerkMag-std()"	7	-0.658017844948377
"544"	"tBodyGyroMag-mean()"	7	-0.581899897967532
"545"	"tBodyGyroMag-std()"	7	-0.598670795839286
"546"	"tGravityAcc-mean()-X"	7	0.681289120844156
"547"	"tGravityAcc-mean()-Y"	7	-0.0420221452496753
"548"	"tGravityAcc-mean()-Z"	7	0.0342160711928604
"549"	"tGravityAcc-std()-X"	7	-0.956538178587662
"550"	"tGravityAcc-std()-Y"	7	-0.955312554090909
"551"	"tGravityAcc-std()-Z"	7	-0.923304724090909
"552"	"tGravityAccMag-mean()"	7	-0.511312036747403
"553"	"tGravityAccMag-std()"	7	-0.510669879158539
"554"	"fBodyAcc-mean()-X"	8	-0.581831414648399
"555"	"fBodyAcc-mean()-Y"	8	-0.374944236206406
"556"	"fBodyAcc-mean()-Z"	8	-0.550979388719929
"557"	"fBodyAcc-meanFreq()-X"	8	-0.216022261686477
"558"	"fBodyAcc-meanFreq()-Y"	8	0.0263297524124555
"559"	"fBodyAcc-meanFreq()-Z"	8	0.0913951982033452
"560"	"fBodyAcc-std()-X"	8	-0.585343460535587
"561"	"fBodyAcc-std()-Y"	8	-0.378656458967972
"562"	"fBodyAcc-std()-Z"	8	-0.513206312959075
"563"	"fBodyAccJerk-mean()-X"	8	-0.59163500910605
"564"	"fBodyAccJerk-mean()-Y"	8	-0.495906215569395
"565"	"fBodyAccJerk-mean()-Z"	8	-0.644285802406762
"566"	"fBodyAccJerk-meanFreq()-X"	8	0.0212336768810676
"567"	"fBodyAccJerk-meanFreq()-Y"	8	-0.169061574411388
"568"	"fBodyAccJerk-meanFreq()-Z"	8	-0.0826086104950178
"569"	"fBodyAccJerk-std()-X"	8	-0.598546245236655
"570"	"fBodyAccJerk-std()-Y"	8	-0.45636839585694
"571"	"fBodyAccJerk-std()-Z"	8	-0.691480916950178
"572"	"fBodyAccMag-mean()"	8	-0.512106792856939
"573"	"fBodyAccMag-meanFreq()"	8	0.146541439681957
"574"	"fBodyAccMag-std()"	8	-0.651638076286121
"575"	"fBodyBodyAccJerkMag-mean()"	8	-0.529244911130605
"576"	"fBodyBodyAccJerkMag-meanFreq()"	8	0.271528870278648
"577"	"fBodyBodyAccJerkMag-std()"	8	-0.618027414911032
"578"	"fBodyBodyGyroJerkMag-mean()"	8	-0.70215621546726
"579"	"fBodyBodyGyroJerkMag-meanFreq()"	8	0.223748693337011
"580"	"fBodyBodyGyroJerkMag-std()"	8	-0.755717299964413
"581"	"fBodyBodyGyroMag-mean()"	8	-0.609984289180071
"582"	"fBodyBodyGyroMag-meanFreq()"	8	-0.0232241525951918
"583"	"fBodyBodyGyroMag-std()"	8	-0.636673891144128
"584"	"fBodyGyro-mean()-X"	8	-0.601382421248399
"585"	"fBodyGyro-mean()-Y"	8	-0.575938482711388
"586"	"fBodyGyro-mean()-Z"	8	-0.525562919047438
"587"	"fBodyGyro-meanFreq()-X"	8	-0.117102793715658
"588"	"fBodyGyro-meanFreq()-Y"	8	-0.153879695796192
"589"	"fBodyGyro-meanFreq()-Z"	8	-0.0430258806635231
"590"	"fBodyGyro-std()-X"	8	-0.675275353078292
"591"	"fBodyGyro-std()-Y"	8	-0.573087292172598
"592"	"fBodyGyro-std()-Z"	8	-0.553968587869751
"593"	"tBodyAcc-mean()-X"	8	0.270759063295374
"594"	"tBodyAcc-mean()-Y"	8	-0.0181894974688612
"595"	"tBodyAcc-mean()-Z"	8	-0.106809623683986
"596"	"tBodyAcc-std()-X"	8	-0.582958863017438
"597"	"tBodyAcc-std()-Y"	8	-0.349383732046263
"598"	"tBodyAcc-std()-Z"	8	-0.499472687913167
"599"	"tBodyAccJerk-mean()-X"	8	0.084215745375516
"600"	"tBodyAccJerk-mean()-Y"	8	0.000860301581786477
"601"	"tBodyAccJerk-mean()-Z"	8	-0.0196719912994306
"602"	"tBodyAccJerk-std()-X"	8	-0.575993073911744
"603"	"tBodyAccJerk-std()-Y"	8	-0.458724925167972
"604"	"tBodyAccJerk-std()-Z"	8	-0.66835678475516
"605"	"tBodyAccJerkMag-mean()"	8	-0.534248616612028
"606"	"tBodyAccJerkMag-std()"	8	-0.564471999961566
"607"	"tBodyAccMag-mean()"	8	-0.468522592843416
"608"	"tBodyAccMag-std()"	8	-0.554038979266192
"609"	"tBodyGyro-mean()-X"	8	0.00359053897160142
"610"	"tBodyGyro-mean()-Y"	8	-0.091077509832669
"611"	"tBodyGyro-mean()-Z"	8	0.0640867611561922
"612"	"tBodyGyro-std()-X"	8	-0.656219242281851
"613"	"tBodyGyro-std()-Y"	8	-0.570941237019217
"614"	"tBodyGyro-std()-Z"	8	-0.511392038012811
"615"	"tBodyGyroJerk-mean()-X"	8	-0.104969855200356
"616"	"tBodyGyroJerk-mean()-Y"	8	-0.0400922240331673
"617"	"tBodyGyroJerk-mean()-Z"	8	-0.0582887148366548
"618"	"tBodyGyroJerk-std()-X"	8	-0.674984452240214
"619"	"tBodyGyroJerk-std()-Y"	8	-0.683086930288968
"620"	"tBodyGyroJerk-std()-Z"	8	-0.695970301754448
"621"	"tBodyGyroJerkMag-mean()"	8	-0.673625525658363
"622"	"tBodyGyroJerkMag-std()"	8	-0.715838385516014
"623"	"tBodyGyroMag-mean()"	8	-0.476214943826192
"624"	"tBodyGyroMag-std()"	8	-0.581422885341281
"625"	"tGravityAcc-mean()-X"	8	0.647498175409253
"626"	"tGravityAcc-mean()-Y"	8	0.0303211113118861
"627"	"tGravityAcc-mean()-Z"	8	0.0836542406807936
"628"	"tGravityAcc-std()-X"	8	-0.954256666035587
"629"	"tGravityAcc-std()-Y"	8	-0.94844645047331
"630"	"tGravityAcc-std()-Z"	8	-0.923180663601423
"631"	"tGravityAccMag-mean()"	8	-0.468522592843416
"632"	"tGravityAccMag-std()"	8	-0.554038979266192
"633"	"fBodyAcc-mean()-X"	9	-0.579258404408681
"634"	"fBodyAcc-mean()-Y"	9	-0.610267804090278
"635"	"fBodyAcc-mean()-Z"	9	-0.592119122804271
"636"	"fBodyAcc-meanFreq()-X"	9	-0.291349229752569
"637"	"fBodyAcc-meanFreq()-Y"	9	-0.0879003298041667
"638"	"fBodyAcc-meanFreq()-Z"	9	-0.0304334227664236
"639"	"fBodyAcc-std()-X"	9	-0.547995744907986
"640"	"fBodyAcc-std()-Y"	9	-0.586766083232639
"641"	"fBodyAcc-std()-Z"	9	-0.501074006965903
"642"	"fBodyAccJerk-mean()-X"	9	-0.621377141312847
"643"	"fBodyAccJerk-mean()-Y"	9	-0.699766614569444
"644"	"fBodyAccJerk-mean()-Z"	9	-0.702931927996528
"645"	"fBodyAccJerk-meanFreq()-X"	9	-0.219176266215278
"646"	"fBodyAccJerk-meanFreq()-Y"	9	-0.296107744084757
"647"	"fBodyAccJerk-meanFreq()-Z"	9	-0.290292303180208
"648"	"fBodyAccJerk-std()-X"	9	-0.572819893733993
"649"	"fBodyAccJerk-std()-Y"	9	-0.679065855003472
"650"	"fBodyAccJerk-std()-Z"	9	-0.739139922708333
"651"	"fBodyAccMag-mean()"	9	-0.553186448295139
"652"	"fBodyAccMag-meanFreq()"	9	-0.00358269125034722
"653"	"fBodyAccMag-std()"	9	-0.624456827182986
"654"	"fBodyBodyAccJerkMag-mean()"	9	-0.609193721940625
"655"	"fBodyBodyAccJerkMag-meanFreq()"	9	0.0983598303289236
"656"	"fBodyBodyAccJerkMag-std()"	9	-0.611619343190972
"657"	"fBodyBodyGyroJerkMag-mean()"	9	-0.786473954201389
"658"	"fBodyBodyGyroJerkMag-meanFreq()"	9	0.0927763736788194
"659"	"fBodyBodyGyroJerkMag-std()"	9	-0.801296292638889
"660"	"fBodyBodyGyroMag-mean()"	9	-0.700863097986111
"661"	"fBodyBodyGyroMag-meanFreq()"	9	-0.108828634535764
"662"	"fBodyBodyGyroMag-std()"	9	-0.697729432621528
"663"	"fBodyGyro-mean()-X"	9	-0.639863219559028
"664"	"fBodyGyro-mean()-Y"	9	-0.683924287600694
"665"	"fBodyGyro-mean()-Z"	9	-0.612680463163889
"666"	"fBodyGyro-meanFreq()-X"	9	-0.205909254584222
"667"	"fBodyGyro-meanFreq()-Y"	9	-0.240880440259861
"668"	"fBodyGyro-meanFreq()-Z"	9	-0.196153280691528
"669"	"fBodyGyro-std()-X"	9	-0.690689895534722
"670"	"fBodyGyro-std()-Y"	9	-0.667203220760417
"671"	"fBodyGyro-std()-Z"	9	-0.619468634127778
"672"	"tBodyAcc-mean()-X"	9	0.270313841621528
"673"	"tBodyAcc-mean()-Y"	9	-0.0209466555412396
"674"	"tBodyAcc-mean()-Z"	9	-0.101233826213889
"675"	"tBodyAcc-std()-X"	9	-0.555656544538194
"676"	"tBodyAcc-std()-Y"	9	-0.5758878952125
"677"	"tBodyAcc-std()-Z"	9	-0.506111776081806
"678"	"tBodyAccJerk-mean()-X"	9	0.0840171430291667
"679"	"tBodyAccJerk-mean()-Y"	9	0.00678485848399306
"680"	"tBodyAccJerk-mean()-Z"	9	-0.00102998088194444
"681"	"tBodyAccJerk-std()-X"	9	-0.578305161360069
"682"	"tBodyAccJerk-std()-Y"	9	-0.678923872274306
"683"	"tBodyAccJerk-std()-Z"	9	-0.721610094569444
"684"	"tBodyAccJerkMag-mean()"	9	-0.621608245092361
"685"	"tBodyAccJerkMag-std()"	9	-0.608862145384722
"686"	"tBodyAccMag-mean()"	9	-0.505183470509188
"687"	"tBodyAccMag-std()"	9	-0.553038255314792
"688"	"tBodyGyro-mean()-X"	9	-0.0701318154561458
"689"	"tBodyGyro-mean()-Y"	9	-0.0729884312991667
"690"	"tBodyGyro-mean()-Z"	9	0.109092913237986
"691"	"tBodyGyro-std()-X"	9	-0.676452392569444
"692"	"tBodyGyro-std()-Y"	9	-0.670498220701389
"693"	"tBodyGyro-std()-Z"	9	-0.587557692291458
"694"	"tBodyGyroJerk-mean()-X"	9	-0.0892254930640278
"695"	"tBodyGyroJerk-mean()-Y"	9	-0.0397344421815972
"696"	"tBodyGyroJerk-mean()-Z"	9	-0.053402884281875
"697"	"tBodyGyroJerk-std()-X"	9	-0.7617108665625
"698"	"tBodyGyroJerk-std()-Y"	9	-0.773273878854167
"699"	"tBodyGyroJerk-std()-Z"	9	-0.744656038298611
"700"	"tBodyGyroJerkMag-mean()"	9	-0.7629795809375
"701"	"tBodyGyroJerkMag-std()"	9	-0.786176892048611
"702"	"tBodyGyroMag-mean()"	9	-0.550201866572569
"703"	"tBodyGyroMag-std()"	9	-0.663198385034722
"704"	"tGravityAcc-mean()-X"	9	0.670845545555556
"705"	"tGravityAcc-mean()-Y"	9	-0.0467446999509028
"706"	"tGravityAcc-mean()-Z"	9	0.104353653032743
"707"	"tGravityAcc-std()-X"	9	-0.958784666180556
"708"	"tGravityAcc-std()-Y"	9	-0.949938115208333
"709"	"tGravityAcc-std()-Z"	9	-0.920554317815972
"710"	"tGravityAccMag-mean()"	9	-0.505183470509188
"711"	"tGravityAccMag-std()"	9	-0.553038255314792
"712"	"fBodyAcc-mean()-X"	10	-0.532289464513605
"713"	"fBodyAcc-mean()-Y"	10	-0.494651474235034
"714"	"fBodyAcc-mean()-Z"	10	-0.655062273211565
"715"	"fBodyAcc-meanFreq()-X"	10	-0.156150832113776
"716"	"fBodyAcc-meanFreq()-Y"	10	0.0948129948809524
"717"	"fBodyAcc-meanFreq()-Z"	10	0.150687015615519
"718"	"fBodyAcc-std()-X"	10	-0.541170169070068
"719"	"fBodyAcc-std()-Y"	10	-0.532135172812313
"720"	"fBodyAcc-std()-Z"	10	-0.625871772082993
"721"	"fBodyAccJerk-mean()-X"	10	-0.547243039827891
"722"	"fBodyAccJerk-mean()-Y"	10	-0.555104553563503
"723"	"fBodyAccJerk-mean()-Z"	10	-0.721689700769728
"724"	"fBodyAccJerk-meanFreq()-X"	10	-0.0313012983494898
"725"	"fBodyAccJerk-meanFreq()-Y"	10	-0.148940675963605
"726"	"fBodyAccJerk-meanFreq()-Z"	10	0.0112385060119048
"727"	"fBodyAccJerk-std()-X"	10	-0.553403478735408
"728"	"fBodyAccJerk-std()-Y"	10	-0.556271725483333
"729"	"fBodyAccJerk-std()-Z"	10	-0.77916817122449
"730"	"fBodyAccMag-mean()"	10	-0.518734046961905
"731"	"fBodyAccMag-meanFreq()"	10	0.173253569411224
"732"	"fBodyAccMag-std()"	10	-0.633196110969728
"733"	"fBodyBodyAccJerkMag-mean()"	10	-0.515140810846939
"734"	"fBodyBodyAccJerkMag-meanFreq()"	10	0.163072697936429
"735"	"fBodyBodyAccJerkMag-std()"	10	-0.553027359614864
"736"	"fBodyBodyGyroJerkMag-mean()"	10	-0.767780095068027
"737"	"fBodyBodyGyroJerkMag-meanFreq()"	10	0.153580253720748
"738"	"fBodyBodyGyroJerkMag-std()"	10	-0.787144257176871
"739"	"fBodyBodyGyroMag-mean()"	10	-0.661496552826531
"740"	"fBodyBodyGyroMag-meanFreq()"	10	0.0120855942278469
"741"	"fBodyBodyGyroMag-std()"	10	-0.666014612598639
"742"	"fBodyGyro-mean()-X"	10	-0.620379208870442
"743"	"fBodyGyro-mean()-Y"	10	-0.64835059542517
"744"	"fBodyGyro-mean()-Z"	10	-0.567456661721769
"745"	"fBodyGyro-meanFreq()-X"	10	-0.0663150945743537
"746"	"fBodyGyro-meanFreq()-Y"	10	-0.0881515905938775
"747"	"fBodyGyro-meanFreq()-Z"	10	-0.0500743540119048
"748"	"fBodyGyro-std()-X"	10	-0.692654261914966
"749"	"fBodyGyro-std()-Y"	10	-0.565943677806122
"750"	"fBodyGyro-std()-Z"	10	-0.645947720476871
"751"	"tBodyAcc-mean()-X"	10	0.27684847392517
"752"	"tBodyAcc-mean()-Y"	10	-0.017835790552415
"753"	"tBodyAcc-mean()-Z"	10	-0.111301532185714
"754"	"tBodyAcc-std()-X"	10	-0.537807711163265
"755"	"tBodyAcc-std()-Y"	10	-0.497405885644898
"756"	"tBodyAcc-std()-Z"	10	-0.614776952226361
"757"	"tBodyAccJerk-mean()-X"	10	0.0798108613061224
"758"	"tBodyAccJerk-mean()-Y"	10	0.0129143257457823
"759"	"tBodyAccJerk-mean()-Z"	10	-0.0113556967940476
"760"	"tBodyAccJerk-std()-X"	10	-0.52938321427551
"761"	"tBodyAccJerk-std()-Y"	10	-0.540236619204728
"762"	"tBodyAccJerk-std()-Z"	10	-0.750729260772109
"763"	"tBodyAccJerkMag-mean()"	10	-0.57776193128833
"764"	"tBodyAccJerkMag-std()"	10	-0.529340480130272
"765"	"tBodyAccMag-mean()"	10	-0.502500207000204
"766"	"tBodyAccMag-std()"	10	-0.545348810631551
"767"	"tBodyGyro-mean()-X"	10	-0.0185023695936054
"768"	"tBodyGyro-mean()-Y"	10	-0.0846403674590918
"769"	"tBodyGyro-mean()-Z"	10	0.0910265011879252
"770"	"tBodyGyro-std()-X"	10	-0.67390558227449
"771"	"tBodyGyro-std()-Y"	10	-0.591333155194558
"772"	"tBodyGyro-std()-Z"	10	-0.598142328621088
"773"	"tBodyGyroJerk-mean()-X"	10	-0.108150829882313
"774"	"tBodyGyroJerk-mean()-Y"	10	-0.0424219983671769
"775"	"tBodyGyroJerk-mean()-Z"	10	-0.0555521277515646
"776"	"tBodyGyroJerk-std()-X"	10	-0.703243499727891
"777"	"tBodyGyroJerk-std()-Y"	10	-0.768641779047619
"778"	"tBodyGyroJerk-std()-Z"	10	-0.686800252738095
"779"	"tBodyGyroJerkMag-mean()"	10	-0.734465805340136
"780"	"tBodyGyroJerkMag-std()"	10	-0.768821828979592
"781"	"tBodyGyroMag-mean()"	10	-0.521819802352381
"782"	"tBodyGyroMag-std()"	10	-0.624408369413333
"783"	"tGravityAcc-mean()-X"	10	0.642905730306122
"784"	"tGravityAcc-mean()-Y"	10	-0.0740248544557823
"785"	"tGravityAcc-mean()-Z"	10	0.0552047227876769
"786"	"tGravityAcc-std()-X"	10	-0.965808126428571
"787"	"tGravityAcc-std()-Y"	10	-0.95452407255102
"788"	"tGravityAcc-std()-Z"	10	-0.938706428064626
"789"	"tGravityAccMag-mean()"	10	-0.502500207000204
"790"	"tGravityAccMag-std()"	10	-0.545348810631551
"791"	"fBodyAcc-mean()-X"	11	-0.619524028324684
"792"	"fBodyAcc-mean()-Y"	11	-0.531455265662532
"793"	"fBodyAcc-mean()-Z"	11	-0.750026145791139
"794"	"fBodyAcc-meanFreq()-X"	11	-0.224360420717722
"795"	"fBodyAcc-meanFreq()-Y"	11	0.0318551463759494
"796"	"fBodyAcc-meanFreq()-Z"	11	0.0502783009075316
"797"	"fBodyAcc-std()-X"	11	-0.579491754749367
"798"	"fBodyAcc-std()-Y"	11	-0.502570240243354
"799"	"fBodyAcc-std()-Z"	11	-0.652095671108544
"800"	"fBodyAccJerk-mean()-X"	11	-0.676672987166456
"801"	"fBodyAccJerk-mean()-Y"	11	-0.632374688606013
"802"	"fBodyAccJerk-mean()-Z"	11	-0.825559590221519
"803"	"fBodyAccJerk-meanFreq()-X"	11	-0.0874254925382278
"804"	"fBodyAccJerk-meanFreq()-Y"	11	-0.242572597206013
"805"	"fBodyAccJerk-meanFreq()-Z"	11	-0.0992296316156962
"806"	"fBodyAccJerk-std()-X"	11	-0.672195644346519
"807"	"fBodyAccJerk-std()-Y"	11	-0.609444998247785
"808"	"fBodyAccJerk-std()-Z"	11	-0.858259630601266
"809"	"fBodyAccMag-mean()"	11	-0.611528074359177
"810"	"fBodyAccMag-meanFreq()"	11	0.12725035020425
"811"	"fBodyAccMag-std()"	11	-0.674470159009494
"812"	"fBodyBodyAccJerkMag-mean()"	11	-0.656133473274684
"813"	"fBodyBodyAccJerkMag-meanFreq()"	11	0.158363551858133
"814"	"fBodyBodyAccJerkMag-std()"	11	-0.676925075857595
"815"	"fBodyBodyGyroJerkMag-mean()"	11	-0.864827011392405
"816"	"fBodyBodyGyroJerkMag-meanFreq()"	11	0.11789211326962
"817"	"fBodyBodyGyroJerkMag-std()"	11	-0.879254016740506
"818"	"fBodyBodyGyroMag-mean()"	11	-0.757585939588608
"819"	"fBodyBodyGyroMag-meanFreq()"	11	-0.10978179348269
"820"	"fBodyBodyGyroMag-std()"	11	-0.711267219682278
"821"	"fBodyGyro-mean()-X"	11	-0.709949332117089
"822"	"fBodyGyro-mean()-Y"	11	-0.776852868955696
"823"	"fBodyGyro-mean()-Z"	11	-0.708842979272152
"824"	"fBodyGyro-meanFreq()-X"	11	-0.111874925112848
"825"	"fBodyGyro-meanFreq()-Y"	11	-0.181778028186076
"826"	"fBodyGyro-meanFreq()-Z"	11	-0.0810951668035443
"827"	"fBodyGyro-std()-X"	11	-0.751758277167721
"828"	"fBodyGyro-std()-Y"	11	-0.670892713066772
"829"	"fBodyGyro-std()-Z"	11	-0.75596062835443
"830"	"tBodyAcc-mean()-X"	11	0.27658531139557
"831"	"tBodyAcc-mean()-Y"	11	-0.0191272531933228
"832"	"tBodyAcc-mean()-Z"	11	-0.108941761642405
"833"	"tBodyAcc-std()-X"	11	-0.58947649779557
"834"	"tBodyAcc-std()-Y"	11	-0.490379346996835
"835"	"tBodyAcc-std()-Z"	11	-0.665324314227848
"836"	"tBodyAccJerk-mean()-X"	11	0.0830134540658228
"837"	"tBodyAccJerk-mean()-Y"	11	0.0078044254343038
"838"	"tBodyAccJerk-mean()-Z"	11	-0.00657424975259494
"839"	"tBodyAccJerk-std()-X"	11	-0.659323083055063
"840"	"tBodyAccJerk-std()-Y"	11	-0.608784226719937
"841"	"tBodyAccJerk-std()-Z"	11	-0.842511816044304
"842"	"tBodyAccJerkMag-mean()"	11	-0.679819504547468
"843"	"tBodyAccJerkMag-std()"	11	-0.664241760370253
"844"	"tBodyAccMag-mean()"	11	-0.542825032813608
"845"	"tBodyAccMag-std()"	11	-0.612882270912658
"846"	"tBodyGyro-mean()-X"	11	-0.0547328440272468
"847"	"tBodyGyro-mean()-Y"	11	-0.0582275770813291
"848"	"tBodyGyro-mean()-Z"	11	0.087284109682356
"849"	"tBodyGyro-std()-X"	11	-0.739922126628797
"850"	"tBodyGyro-std()-Y"	11	-0.703501766487342
"851"	"tBodyGyro-std()-Z"	11	-0.725016008797468
"852"	"tBodyGyroJerk-mean()-X"	11	-0.0805473309873418
